id,hhid,age,gender,relationShip,race,occupation,driversLicense,workplace,income,nationality,education,homeZone,disability,schoolId
1328,1328,64,1,single,unknown,2,true,-1,800,UNKNOWN,2,2129,0,0
1329,1329,42,1,single,unknown,2,true,-1,1867,UNKNOWN,2,2937,0,0
1330,1330,35,1,single,unknown,2,true,-1,972,UNKNOWN,2,3195,0,0
1331,1331,16,2,single,unknown,2,false,-1,923,UNKNOWN,2,3364,0,0
1332,1332,16,2,single,unknown,2,false,-1,1094,UNKNOWN,2,9,0,0
1333,1333,61,1,single,unknown,2,true,-1,1867,UNKNOWN,2,1460,0,0
1334,1334,82,2,single,unknown,2,true,-1,1867,UNKNOWN,2,3175,0,0
1335,1335,45,1,single,unknown,2,true,-1,1650,UNKNOWN,2,2734,0,0
1336,1336,1,2,single,unknown,2,false,-1,1952,UNKNOWN,2,961,0,0
1337,1337,53,1,single,unknown,2,true,-1,1320,UNKNOWN,2,1064,0,0
1338,1338,50,2,single,unknown,2,true,-1,2300,UNKNOWN,2,381,0,0
1339,1339,29,1,single,unknown,2,true,-1,1200,UNKNOWN,2,2815,0,0
1340,1340,93,2,single,unknown,2,true,-1,1167,UNKNOWN,2,876,2,0
1341,1341,62,1,single,unknown,2,true,-1,1867,UNKNOWN,2,1571,0,0
1342,1342,18,1,single,unknown,2,true,-1,1120,UNKNOWN,2,1366,0,0
1343,1343,58,1,single,unknown,2,true,-1,1750,UNKNOWN,2,3498,0,0
1344,1344,28,1,single,unknown,2,true,-1,4067,UNKNOWN,2,2845,0,0
1345,1345,4,2,single,unknown,2,false,-1,1571,UNKNOWN,2,897,0,0
1346,1346,64,1,single,unknown,2,true,-1,4067,UNKNOWN,2,14,0,0
1347,1347,41,1,single,unknown,2,true,-1,429,UNKNOWN,2,110,0,0
1348,1348,39,1,single,unknown,2,true,-1,2833,UNKNOWN,2,1400,0,0
1349,1349,45,1,single,unknown,2,true,-1,3300,UNKNOWN,2,555,0,0
1350,1350,2,2,single,unknown,2,false,-1,1571,UNKNOWN,2,1076,0,0
1351,1351,23,1,single,unknown,2,true,-1,875,UNKNOWN,2,166,0,0
1352,1352,27,1,single,unknown,2,true,-1,1750,UNKNOWN,2,646,0,0
1353,1353,90,2,single,unknown,2,true,-1,1867,UNKNOWN,2,995,2,0
1354,1354,19,1,single,unknown,2,true,-1,917,UNKNOWN,2,819,0,0
1355,1355,6,2,single,unknown,2,false,-1,2905,UNKNOWN,2,3216,0,0
1356,1356,25,1,single,unknown,2,true,-1,1120,UNKNOWN,2,3126,0,0
1357,1357,21,1,single,unknown,2,true,-1,429,UNKNOWN,2,1498,0,0
1358,1358,40,1,single,unknown,2,true,-1,2733,UNKNOWN,2,2532,0,0
1359,1359,34,1,single,unknown,2,true,-1,2300,UNKNOWN,2,954,0,0
1360,1360,2,2,single,unknown,2,false,-1,3389,UNKNOWN,2,2180,0,0
1361,1361,64,1,single,unknown,2,true,-1,2733,UNKNOWN,2,2367,0,0
1362,1362,29,1,single,unknown,2,true,-1,2300,UNKNOWN,2,1424,0,0
1363,1363,62,2,single,unknown,2,true,-1,4067,UNKNOWN,2,3491,0,0
1364,1364,18,2,single,unknown,2,true,-1,2050,UNKNOWN,2,1031,0,0
1365,1365,76,2,single,unknown,2,true,-1,1167,UNKNOWN,2,2740,2,0
1366,1366,4,2,single,unknown,2,false,-1,2905,UNKNOWN,2,363,0,0
1367,1367,35,1,single,unknown,2,true,-1,2200,UNKNOWN,2,1012,0,0
1368,1368,97,2,single,unknown,2,true,-1,2300,UNKNOWN,2,3451,2,0
1369,1369,16,2,single,unknown,2,false,-1,3050,UNKNOWN,2,2044,0,0
1370,1370,55,2,single,unknown,2,true,-1,1821,UNKNOWN,2,1289,0,0
1371,1371,46,1,single,unknown,2,true,-1,2429,UNKNOWN,2,3235,0,0
1372,1372,18,1,single,unknown,2,true,-1,2550,UNKNOWN,2,2461,0,0
1373,1373,40,1,single,unknown,2,true,-1,522,UNKNOWN,2,84,0,0
1374,1374,94,2,single,unknown,2,true,-1,1533,UNKNOWN,2,2992,2,0
1375,1375,39,1,single,unknown,2,true,-1,1571,UNKNOWN,2,3122,0,0
1376,1376,92,2,single,unknown,2,true,-1,2800,UNKNOWN,2,1528,0,0
1377,1377,88,2,single,unknown,2,true,-1,1533,UNKNOWN,2,1540,2,0
1378,1378,62,2,single,unknown,2,true,-1,833,UNKNOWN,2,1362,0,0
1379,1379,41,1,single,unknown,2,true,-1,2050,UNKNOWN,2,1417,0,0
1380,1380,23,1,single,unknown,2,true,-1,1217,UNKNOWN,2,2648,0,0
1381,1381,92,2,single,unknown,2,true,-1,2300,UNKNOWN,2,3037,2,0
1382,1382,85,2,single,unknown,2,true,-1,1533,UNKNOWN,2,1399,0,0
1383,1383,24,1,single,unknown,2,true,-1,700,UNKNOWN,2,2593,0,0
1384,1384,75,2,single,unknown,2,true,-1,2200,UNKNOWN,2,1362,2,0
1385,1385,72,2,single,unknown,2,true,-1,2200,UNKNOWN,2,2308,0,0
1386,1386,4,2,single,unknown,2,false,-1,1952,UNKNOWN,2,796,0,0
1387,1387,62,1,single,unknown,2,true,-1,700,UNKNOWN,2,3145,0,0
1388,1388,63,1,single,unknown,2,true,-1,1533,UNKNOWN,2,2300,0,0
1389,1389,74,2,single,unknown,2,true,-1,1867,UNKNOWN,2,414,0,0
1390,1390,34,1,single,unknown,2,true,-1,800,UNKNOWN,2,3024,0,0
1391,1391,33,1,single,unknown,2,true,-1,2429,UNKNOWN,2,3463,0,0
1392,1392,60,1,single,unknown,2,true,-1,1200,UNKNOWN,2,239,2,0
1393,1393,97,2,single,unknown,2,true,-1,2200,UNKNOWN,2,1968,2,0
1394,1394,73,2,single,unknown,2,true,-1,4067,UNKNOWN,2,1440,0,0
1395,1395,43,1,single,unknown,2,true,-1,923,UNKNOWN,2,669,0,0
1396,1396,25,2,single,unknown,2,true,-1,2800,UNKNOWN,2,2351,0,0
1397,1397,7,2,single,unknown,2,false,-1,1095,UNKNOWN,2,1098,0,0
1398,1398,60,1,single,unknown,2,true,-1,1867,UNKNOWN,2,551,0,0
1399,1399,34,1,single,unknown,2,true,-1,2300,UNKNOWN,2,1770,0,0
1400,1400,48,1,single,unknown,2,true,-1,1750,UNKNOWN,2,1486,0,0
1401,1401,93,2,single,unknown,2,true,-1,700,UNKNOWN,2,691,2,0
1402,1402,57,1,single,unknown,2,true,-1,250,UNKNOWN,2,183,0,0
1403,1403,5,2,single,unknown,2,false,-1,2278,UNKNOWN,2,1587,0,0
1404,1404,62,1,single,unknown,2,true,-1,1867,UNKNOWN,2,121,0,0
1405,1405,47,1,single,unknown,2,true,-1,3400,UNKNOWN,2,392,0,0
1406,1406,14,2,single,unknown,2,false,-1,1650,UNKNOWN,2,1071,0,0
1407,1407,40,1,single,unknown,2,true,-1,2733,UNKNOWN,2,1238,0,0
1408,1408,63,1,single,unknown,2,true,-1,1750,UNKNOWN,2,1644,0,0
1409,1409,28,1,single,unknown,2,true,-1,700,UNKNOWN,2,1250,0,0
1410,1410,59,1,single,unknown,2,true,-1,1867,UNKNOWN,2,3050,0,0
1411,1411,1,2,single,unknown,2,false,-1,249,UNKNOWN,2,1550,0,0
1412,1412,27,2,single,unknown,2,true,-1,3400,UNKNOWN,2,2525,0,0
1413,1413,39,1,single,unknown,2,true,-1,2833,UNKNOWN,2,3032,0,0
1414,1414,68,2,single,unknown,2,true,-1,1750,UNKNOWN,2,2141,0,0
1415,1415,85,2,single,unknown,2,true,-1,2300,UNKNOWN,2,3467,2,0
1416,1416,61,1,single,unknown,2,true,-1,1167,UNKNOWN,2,1985,0,0
1417,1417,2,2,single,unknown,2,false,-1,1094,UNKNOWN,2,3082,2,0
1418,1418,18,1,single,unknown,2,true,-1,467,UNKNOWN,2,369,0,0
1419,1419,46,1,single,unknown,2,true,-1,2200,UNKNOWN,2,217,0,0
1420,1420,1,2,single,unknown,2,false,-1,1571,UNKNOWN,2,1447,0,0
1421,1421,27,1,single,unknown,2,true,-1,1200,UNKNOWN,2,1031,0,0
1422,1422,45,1,single,unknown,2,true,-1,2733,UNKNOWN,2,3248,0,0
1423,1423,30,1,single,unknown,2,true,-1,1400,UNKNOWN,2,456,0,0
1424,1424,17,2,single,unknown,2,false,-1,875,UNKNOWN,2,86,0,0
1425,1425,38,2,single,unknown,2,true,-1,3400,UNKNOWN,2,1961,0,0
1426,1426,22,1,single,unknown,2,true,-1,1750,UNKNOWN,2,1514,0,0
1427,1427,63,1,single,unknown,2,true,-1,3400,UNKNOWN,2,1489,0,0
1428,1428,25,1,single,unknown,2,true,-1,2200,UNKNOWN,2,1206,0,0
1429,1429,62,2,single,unknown,2,true,-1,2300,UNKNOWN,2,746,0,0
1430,1430,25,1,single,unknown,2,true,-1,2300,UNKNOWN,2,2627,0,0
1431,1431,64,1,single,unknown,2,true,-1,1533,UNKNOWN,2,2652,0,0
1432,1432,39,1,single,unknown,2,true,-1,2125,UNKNOWN,2,3222,0,0
1433,1433,61,1,single,unknown,2,true,-1,2733,UNKNOWN,2,3217,0,0
1434,1434,63,1,single,unknown,2,true,-1,2300,UNKNOWN,2,256,0,0
1435,1435,27,1,single,unknown,2,true,-1,1533,UNKNOWN,2,339,0,0
1436,1436,62,2,single,unknown,2,true,-1,2733,UNKNOWN,2,2973,0,0
1437,1437,51,1,single,unknown,2,true,-1,1750,UNKNOWN,2,1480,2,0
1438,1438,79,2,single,unknown,2,true,-1,2200,UNKNOWN,2,1768,0,0
1439,1439,82,2,single,unknown,2,true,-1,1200,UNKNOWN,2,2551,2,0
1440,1440,41,1,single,unknown,2,true,-1,2278,UNKNOWN,2,78,0,0
1441,1441,44,1,single,unknown,2,true,-1,467,UNKNOWN,2,2093,2,0
1442,1442,34,1,single,unknown,2,true,-1,2300,UNKNOWN,2,2178,0,0
1443,1443,56,2,single,unknown,2,true,-1,3300,UNKNOWN,2,1535,0,0
1444,1444,44,2,single,unknown,2,true,-1,3389,UNKNOWN,2,171,0,0
1445,1445,24,2,single,unknown,2,true,-1,2300,UNKNOWN,2,71,0,0
1446,1446,56,1,single,unknown,2,true,-1,1750,UNKNOWN,2,241,0,0
1447,1447,51,1,single,unknown,2,true,-1,6100,UNKNOWN,2,3426,0,0
1448,1448,67,2,single,unknown,2,true,-1,1167,UNKNOWN,2,711,0,0
1449,1449,33,2,single,unknown,2,true,-1,4067,UNKNOWN,2,2977,0,0
1450,1450,26,1,single,unknown,2,true,-1,2200,UNKNOWN,2,3311,0,0
1451,1451,39,1,single,unknown,2,true,-1,2300,UNKNOWN,2,110,0,0
1452,1452,4,2,single,unknown,2,false,-1,1278,UNKNOWN,2,2744,0,0
1453,1453,2,2,single,unknown,2,false,-1,3389,UNKNOWN,2,3010,0,0
1454,1454,15,2,single,unknown,2,false,-1,875,UNKNOWN,2,1931,0,0
1455,1455,98,2,single,unknown,2,true,-1,1167,UNKNOWN,2,2558,2,0
1456,1456,19,1,single,unknown,2,true,-1,2050,UNKNOWN,2,32,0,0
1457,1457,35,1,single,unknown,2,true,-1,1200,UNKNOWN,2,3325,0,0
1458,1458,26,1,single,unknown,2,true,-1,2278,UNKNOWN,2,3314,0,0
1459,1459,49,1,single,unknown,2,true,-1,1346,UNKNOWN,2,1757,0,0
1460,1460,91,2,single,unknown,2,true,-1,2200,UNKNOWN,2,315,0,0
1461,1461,90,2,single,unknown,2,true,-1,800,UNKNOWN,2,2121,2,0
1462,1462,61,1,single,unknown,2,true,-1,6100,UNKNOWN,2,1785,0,0
1463,1463,56,1,single,unknown,2,true,-1,1200,UNKNOWN,2,2869,0,0
1464,1464,47,1,single,unknown,2,true,-1,833,UNKNOWN,2,1319,0,0
1465,1465,97,2,single,unknown,2,true,-1,1533,UNKNOWN,2,1090,2,0
1466,1466,2,2,single,unknown,2,false,-1,1952,UNKNOWN,2,2049,0,0
1467,1467,74,2,single,unknown,2,true,-1,1167,UNKNOWN,2,691,0,0
1468,1468,54,1,single,unknown,2,true,-1,1833,UNKNOWN,2,2843,0,0
1469,1469,46,1,single,unknown,2,true,-1,920,UNKNOWN,2,2962,0,0
1470,1470,49,1,single,unknown,2,true,-1,1750,UNKNOWN,2,2979,0,0
1471,1471,31,1,single,unknown,2,true,-1,1750,UNKNOWN,2,53,0,0
1472,1472,52,1,single,unknown,2,true,-1,4067,UNKNOWN,2,2358,0,0
1473,1473,25,1,single,unknown,2,true,-1,3400,UNKNOWN,2,823,0,0
1474,1474,51,1,single,unknown,2,true,-1,1750,UNKNOWN,2,2299,0,0
1475,1475,39,1,single,unknown,2,true,-1,972,UNKNOWN,2,470,0,0
1476,1476,48,1,single,unknown,2,true,-1,1750,UNKNOWN,2,1716,0,0
1477,1477,22,2,single,unknown,2,true,-1,2733,UNKNOWN,2,1610,0,0
1478,1478,76,2,single,unknown,2,true,-1,2300,UNKNOWN,2,2628,0,0
1479,1479,12,2,single,unknown,2,false,-1,3050,UNKNOWN,2,3198,0,0
1480,1480,54,1,single,unknown,2,true,-1,2905,UNKNOWN,2,68,0,0
1481,1481,25,1,single,unknown,2,true,-1,1640,UNKNOWN,2,241,0,0
1482,1482,62,1,single,unknown,2,true,-1,600,UNKNOWN,2,299,0,0
1483,1483,18,1,single,unknown,2,true,-1,2179,UNKNOWN,2,1738,0,0
1484,1484,31,1,single,unknown,2,true,-1,800,UNKNOWN,2,1570,0,0
1485,1485,18,1,single,unknown,2,true,-1,2200,UNKNOWN,2,2834,0,0
1486,1486,48,1,single,unknown,2,true,-1,2040,UNKNOWN,2,2558,0,0
1487,1487,29,1,single,unknown,2,true,-1,2278,UNKNOWN,2,2000,0,0
1488,1488,92,2,single,unknown,2,true,-1,2733,UNKNOWN,2,1211,2,0
1489,1489,41,2,single,unknown,2,true,-1,1750,UNKNOWN,2,1178,0,0
1490,1490,39,1,single,unknown,2,true,-1,2800,UNKNOWN,2,252,0,0
1491,1491,57,1,single,unknown,2,true,-1,4067,UNKNOWN,2,3348,2,0
1492,1492,9,2,single,unknown,2,false,-1,1952,UNKNOWN,2,1522,0,0
1493,1493,37,1,single,unknown,2,true,-1,3400,UNKNOWN,2,202,0,0
1494,1494,88,2,single,unknown,2,true,-1,2733,UNKNOWN,2,2715,2,0
1495,1495,57,1,single,unknown,2,true,-1,2733,UNKNOWN,2,1169,0,0
1496,1496,58,1,single,unknown,2,true,-1,2800,UNKNOWN,2,304,2,0
1497,1497,18,1,single,unknown,2,true,-1,800,UNKNOWN,2,805,0,0
1498,1498,85,2,single,unknown,2,true,-1,2300,UNKNOWN,2,1633,0,0
1499,1499,11,2,single,unknown,2,false,-1,3050,UNKNOWN,2,379,0,0
1500,1500,86,2,single,unknown,2,true,-1,2800,UNKNOWN,2,2518,0,0
1501,1501,36,1,single,unknown,2,true,-1,1577,UNKNOWN,2,257,0,0
1502,1502,52,1,single,unknown,2,true,-1,2300,UNKNOWN,2,1883,0,0
1503,1503,32,2,single,unknown,2,true,-1,3300,UNKNOWN,2,2591,0,0
1504,1504,28,1,single,unknown,2,true,-1,1200,UNKNOWN,2,1733,0,0
1505,1505,62,2,single,unknown,2,true,-1,2733,UNKNOWN,2,1553,0,0
1506,1506,41,1,single,unknown,2,true,-1,3389,UNKNOWN,2,2627,0,0
1507,1507,35,1,single,unknown,2,true,-1,2733,UNKNOWN,2,98,0,0
1508,1508,12,2,single,unknown,2,false,-1,875,UNKNOWN,2,1483,0,0
1509,1509,59,2,single,unknown,2,true,-1,2300,UNKNOWN,2,1566,0,0
1510,1510,30,1,single,unknown,2,true,-1,1346,UNKNOWN,2,3090,0,0
1511,1511,32,1,single,unknown,2,true,-1,3389,UNKNOWN,2,1920,0,0
1512,1512,59,1,single,unknown,2,true,-1,1533,UNKNOWN,2,1059,0,0
1513,1513,46,1,single,unknown,2,true,-1,1867,UNKNOWN,2,2741,0,0
1514,1514,7,2,single,unknown,2,false,-1,2278,UNKNOWN,2,1128,0,0
1515,1515,98,2,single,unknown,2,true,-1,3300,UNKNOWN,2,2263,2,0
1516,1516,40,1,single,unknown,2,true,-1,2278,UNKNOWN,2,5,0,0
1517,1517,27,1,single,unknown,2,true,-1,2278,UNKNOWN,2,2403,0,0
1518,1518,1,2,single,unknown,2,false,-1,2833,UNKNOWN,2,357,0,0
1519,1519,5,2,single,unknown,2,false,-1,1094,UNKNOWN,2,2708,0,0
1520,1520,82,2,single,unknown,2,true,-1,1167,UNKNOWN,2,1922,0,0
1521,1521,52,1,single,unknown,2,true,-1,1750,UNKNOWN,2,1994,0,0
1522,1522,34,1,single,unknown,2,true,-1,2300,UNKNOWN,2,2972,0,0
1523,1523,37,1,single,unknown,2,true,-1,1464,UNKNOWN,2,669,0,0
1524,1524,36,1,single,unknown,2,true,-1,2278,UNKNOWN,2,2384,0,0
1525,1525,54,2,single,unknown,2,true,-1,2300,UNKNOWN,2,701,0,0
1526,1526,7,2,single,unknown,2,false,-1,1571,UNKNOWN,2,2086,0,0
1527,1527,21,1,single,unknown,2,true,-1,1200,UNKNOWN,2,874,0,0
1528,1528,50,1,single,unknown,2,true,-1,1750,UNKNOWN,2,2779,0,0
1529,1529,64,1,single,unknown,2,true,-1,1200,UNKNOWN,2,2488,0,0
1530,1530,33,1,single,unknown,2,true,-1,2733,UNKNOWN,2,2584,0,0
1531,1531,82,2,single,unknown,2,true,-1,1533,UNKNOWN,2,2627,2,0
1532,1532,25,1,single,unknown,2,true,-1,800,UNKNOWN,2,3059,0,0
1533,1533,40,1,single,unknown,2,true,-1,1556,UNKNOWN,2,2550,0,0
1534,1534,38,1,single,unknown,2,true,-1,1833,UNKNOWN,2,2353,0,0
1535,1535,19,1,single,unknown,2,true,-1,3050,UNKNOWN,2,1218,0,0
1536,1536,2,2,single,unknown,2,false,-1,1571,UNKNOWN,2,2993,0,0
1537,1537,58,1,single,unknown,2,true,-1,2300,UNKNOWN,2,2050,0,0
1538,1538,17,2,single,unknown,2,false,-1,2040,UNKNOWN,2,2124,0,0
1539,1539,92,2,single,unknown,2,true,-1,1167,UNKNOWN,2,2587,0,0
1540,1540,86,2,single,unknown,2,true,-1,2733,UNKNOWN,2,2681,2,0
1541,1541,7,2,single,unknown,2,false,-1,1571,UNKNOWN,2,2109,0,0
1542,1542,31,1,single,unknown,2,true,-1,2733,UNKNOWN,2,1875,0,0
1543,1543,36,2,single,unknown,2,true,-1,4067,UNKNOWN,2,399,0,0
1544,1544,22,2,single,unknown,2,true,-1,2300,UNKNOWN,2,1782,0,0
1545,1545,67,2,single,unknown,2,true,-1,3400,UNKNOWN,2,2626,0,0
1546,1546,72,2,single,unknown,2,true,-1,4100,UNKNOWN,2,1410,0,0
1547,1547,49,1,single,unknown,2,true,-1,2800,UNKNOWN,2,647,0,0
1548,1548,82,2,single,unknown,2,true,-1,1750,UNKNOWN,2,2726,2,0
1549,1549,53,1,single,unknown,2,true,-1,1200,UNKNOWN,2,566,0,0
1550,1550,75,2,single,unknown,2,true,-1,1533,UNKNOWN,2,3055,2,0
1551,1551,20,1,single,unknown,2,true,-1,1167,UNKNOWN,2,2586,0,0
1552,1552,28,1,single,unknown,2,true,-1,1952,UNKNOWN,2,64,2,0
1553,1553,52,1,single,unknown,2,true,-1,2800,UNKNOWN,2,2851,0,0
1554,1554,30,2,single,unknown,2,true,-1,3300,UNKNOWN,2,1043,0,0
1555,1555,60,1,single,unknown,2,true,-1,3050,UNKNOWN,2,2174,0,0
1556,1556,52,1,single,unknown,2,true,-1,583,UNKNOWN,2,3085,0,0
1557,1557,47,1,single,unknown,2,true,-1,1120,UNKNOWN,2,2851,0,0
1558,1558,27,1,single,unknown,2,true,-1,2050,UNKNOWN,2,2157,0,0
1559,1559,35,2,single,unknown,2,true,-1,3400,UNKNOWN,2,689,0,0
1560,1560,46,1,single,unknown,2,true,-1,1200,UNKNOWN,2,1834,2,0
1561,1561,63,1,single,unknown,2,true,-1,1200,UNKNOWN,2,3177,0,0
1562,1562,23,2,single,unknown,2,true,-1,1556,UNKNOWN,2,422,0,0
1563,1563,41,1,single,unknown,2,true,-1,4100,UNKNOWN,2,1719,0,0
1564,1564,29,1,single,unknown,2,true,-1,700,UNKNOWN,2,356,0,0
1565,1565,75,2,single,unknown,2,true,-1,1750,UNKNOWN,2,1979,0,0
1566,1566,83,2,single,unknown,2,true,-1,2300,UNKNOWN,2,2449,2,0
1567,1567,14,2,single,unknown,2,false,-1,2905,UNKNOWN,2,1757,0,0
1568,1568,41,2,single,unknown,2,true,-1,1708,UNKNOWN,2,2406,0,0
1569,1569,15,2,single,unknown,2,false,-1,2040,UNKNOWN,2,3147,0,0
1570,1570,20,1,single,unknown,2,true,-1,800,UNKNOWN,2,2633,0,0
1571,1571,18,1,single,unknown,2,true,-1,700,UNKNOWN,2,2732,0,0
1572,1572,23,1,single,unknown,2,true,-1,1000,UNKNOWN,2,916,0,0
1573,1573,34,2,single,unknown,2,true,-1,3400,UNKNOWN,2,1646,0,0
1574,1574,26,2,single,unknown,2,true,-1,1167,UNKNOWN,2,2566,0,0
1575,1575,98,2,single,unknown,2,true,-1,2733,UNKNOWN,2,1644,0,0
1576,1576,40,1,single,unknown,2,true,-1,1783,UNKNOWN,2,799,0,0
1577,1577,18,1,single,unknown,2,true,-1,1167,UNKNOWN,2,604,0,0
1578,1578,52,1,single,unknown,2,true,-1,1150,UNKNOWN,2,1609,0,0
1579,1579,97,2,single,unknown,2,true,-1,1167,UNKNOWN,2,2441,0,0
1580,1580,55,1,single,unknown,2,true,-1,4100,UNKNOWN,2,1252,0,0
1581,1581,25,2,single,unknown,2,true,-1,972,UNKNOWN,2,3245,0,0
1582,1582,29,1,single,unknown,2,true,-1,2733,UNKNOWN,2,1785,0,0
1583,1583,69,2,single,unknown,2,true,-1,1867,UNKNOWN,2,719,0,0
1584,1584,43,1,single,unknown,2,true,-1,1533,UNKNOWN,2,1110,0,0
1585,1585,14,2,single,unknown,2,false,-1,2125,UNKNOWN,2,933,0,0
1586,1586,2,2,single,unknown,2,false,-1,1833,UNKNOWN,2,3027,0,0
1587,1587,41,1,single,unknown,2,true,-1,1167,UNKNOWN,2,2542,0,0
1588,1588,5,2,single,unknown,2,false,-1,1952,UNKNOWN,2,3335,0,0
1589,1589,16,2,single,unknown,2,false,-1,972,UNKNOWN,2,1946,0,0
1590,1590,38,1,single,unknown,2,true,-1,1556,UNKNOWN,2,2381,0,0
1591,1591,60,1,single,unknown,2,true,-1,3400,UNKNOWN,2,1300,0,0
1592,1592,96,2,single,unknown,2,true,-1,467,UNKNOWN,2,1463,0,0
1593,1593,2,2,single,unknown,2,false,-1,3389,UNKNOWN,2,1445,0,0
1594,1594,42,2,single,unknown,2,true,-1,1095,UNKNOWN,2,895,0,0
1595,1595,30,1,single,unknown,2,true,-1,3300,UNKNOWN,2,52,0,0
1596,1596,35,1,single,unknown,2,true,-1,2050,UNKNOWN,2,3261,0,0
1597,1597,85,2,single,unknown,2,true,-1,2733,UNKNOWN,2,2887,2,0
1598,1598,56,2,single,unknown,2,true,-1,4067,UNKNOWN,2,2954,2,0
1599,1599,89,2,single,unknown,2,true,-1,1867,UNKNOWN,2,321,0,0
1600,1600,26,1,single,unknown,2,true,-1,1833,UNKNOWN,2,2566,0,0
1601,1601,23,1,single,unknown,2,true,-1,1533,UNKNOWN,2,857,0,0
1602,1602,15,2,single,unknown,2,false,-1,1435,UNKNOWN,2,1630,0,0
1603,1603,54,1,single,unknown,2,true,-1,2550,UNKNOWN,2,599,0,0
1604,1604,26,1,single,unknown,2,true,-1,1200,UNKNOWN,2,1136,0,0
1605,1605,68,2,single,unknown,2,true,-1,1200,UNKNOWN,2,1638,0,0
1606,1606,72,2,single,unknown,2,true,-1,2300,UNKNOWN,2,1928,0,0
1607,1607,40,2,single,unknown,2,true,-1,2905,UNKNOWN,2,1299,0,0
1608,1608,57,1,single,unknown,2,true,-1,3050,UNKNOWN,2,2436,2,0
1609,1609,20,1,single,unknown,2,true,-1,1320,UNKNOWN,2,943,0,0
1610,1610,34,1,single,unknown,2,true,-1,2833,UNKNOWN,2,3317,0,0
1611,1611,86,2,single,unknown,2,true,-1,1533,UNKNOWN,2,405,2,0
1612,1612,51,1,single,unknown,2,true,-1,4100,UNKNOWN,2,1892,0,0
1613,1613,45,1,single,unknown,2,true,-1,2542,UNKNOWN,2,3363,0,0
1614,1614,3,2,single,unknown,2,false,-1,833,UNKNOWN,2,2811,0,0
1615,1615,92,2,single,unknown,2,true,-1,2200,UNKNOWN,2,823,0,0
1616,1616,51,2,single,unknown,2,true,-1,1952,UNKNOWN,2,589,0,0
1617,1617,91,2,single,unknown,2,true,-1,800,UNKNOWN,2,3482,0,0
1618,1618,38,2,single,unknown,2,true,-1,1167,UNKNOWN,2,1226,0,0
1619,1619,24,1,single,unknown,2,true,-1,2733,UNKNOWN,2,141,0,0
1620,1620,62,1,single,unknown,2,true,-1,1200,UNKNOWN,2,716,0,0
1621,1621,38,1,single,unknown,2,true,-1,3300,UNKNOWN,2,2288,0,0
1622,1622,45,1,single,unknown,2,true,-1,1200,UNKNOWN,2,1142,0,0
1623,1623,64,1,single,unknown,2,true,-1,2300,UNKNOWN,2,1327,0,0
1624,1624,24,1,single,unknown,2,true,-1,3050,UNKNOWN,2,2124,0,0
1625,1625,76,2,single,unknown,2,true,-1,1200,UNKNOWN,2,1439,0,0
1626,1626,48,2,single,unknown,2,true,-1,2550,UNKNOWN,2,3063,0,0
1627,1627,80,2,single,unknown,2,true,-1,2800,UNKNOWN,2,2748,0,0
1628,1628,21,1,single,unknown,2,true,-1,1533,UNKNOWN,2,413,0,0
1629,1629,68,2,single,unknown,2,true,-1,1867,UNKNOWN,2,862,0,0
1630,1630,40,2,single,unknown,2,true,-1,2905,UNKNOWN,2,169,0,0
1631,1631,22,2,single,unknown,2,true,-1,600,UNKNOWN,2,1489,2,0
1632,1632,46,2,single,unknown,2,true,-1,1320,UNKNOWN,2,2732,0,0
1633,1633,20,1,single,unknown,2,true,-1,1120,UNKNOWN,2,742,0,0
1634,1634,30,1,single,unknown,2,true,-1,1750,UNKNOWN,2,772,0,0
1635,1635,2,2,single,unknown,2,false,-1,1571,UNKNOWN,2,2439,0,0
1636,1636,74,2,single,unknown,2,true,-1,1167,UNKNOWN,2,2768,0,0
1637,1637,35,2,single,unknown,2,true,-1,1750,UNKNOWN,2,2415,0,0
1638,1638,54,2,single,unknown,2,true,-1,1867,UNKNOWN,2,1580,0,0
1639,1639,44,1,single,unknown,2,true,-1,538,UNKNOWN,2,2307,0,0
1640,1640,59,1,single,unknown,2,true,-1,700,UNKNOWN,2,1383,0,0
1641,1641,28,1,single,unknown,2,true,-1,2733,UNKNOWN,2,274,0,0
1642,1642,3,2,single,unknown,2,false,-1,2125,UNKNOWN,2,2631,0,0
1643,1643,60,1,single,unknown,2,true,-1,1200,UNKNOWN,2,1690,0,0
1644,1644,65,2,single,unknown,2,true,-1,800,UNKNOWN,2,3353,0,0
1645,1645,51,2,single,unknown,2,true,-1,3400,UNKNOWN,2,1017,0,0
1646,1646,33,1,single,unknown,2,true,-1,800,UNKNOWN,2,1828,0,0
1647,1647,26,1,single,unknown,2,true,-1,800,UNKNOWN,2,1977,0,0
1648,1648,41,1,single,unknown,2,true,-1,3300,UNKNOWN,2,2939,0,0
1649,1649,63,1,single,unknown,2,true,-1,2733,UNKNOWN,2,1300,0,0
1650,1650,67,2,single,unknown,2,true,-1,2733,UNKNOWN,2,1739,0,0
1651,1651,7,2,single,unknown,2,false,-1,2905,UNKNOWN,2,1863,0,0
1652,1652,29,1,single,unknown,2,true,-1,1750,UNKNOWN,2,3500,0,0
1653,1653,61,1,single,unknown,2,true,-1,4067,UNKNOWN,2,785,0,0
1654,1654,56,1,single,unknown,2,true,-1,2300,UNKNOWN,2,2627,2,0
