id,dwelling,zone,hhSize,autos
1253,1253,329,1,1
1254,1254,2078,1,1
1255,1255,160,1,1
1256,1256,2339,1,1
1257,1257,2968,1,1
1258,1258,926,1,1
1259,1259,1587,1,1
1260,1260,353,1,1
1261,1261,3025,1,1
1262,1262,3230,1,1
1263,1263,1603,1,1
1264,1264,1427,1,1
1265,1265,2474,1,1
1266,1266,1578,1,1
1267,1267,2332,1,1
1268,1268,3152,1,1
1269,1269,519,1,1
1270,1270,3254,1,1
1271,1271,2743,1,1
1272,1272,3183,1,1
1273,1273,1987,1,1
1274,1274,3157,1,1
1275,1275,2035,1,1
1276,1276,3161,1,1
1277,1277,3031,1,1
1278,1278,3324,1,1
1279,1279,1399,1,1
1280,1280,2318,1,1
1281,1281,919,1,1
1282,1282,998,1,1
1283,1283,233,1,1
1284,1284,2084,1,1
1285,1285,883,1,1
1286,1286,309,1,1
1287,1287,2611,1,1
1288,1288,602,1,1
1289,1289,3031,1,1
1290,1290,1878,1,1
1291,1291,1271,1,1
1292,1292,2171,1,1
1293,1293,2813,1,1
1294,1294,2647,1,1
1295,1295,2722,1,1
1296,1296,1986,1,1
1297,1297,101,1,1
1298,1298,788,1,1
1299,1299,2989,1,1
1300,1300,573,1,1
1301,1301,2475,1,1
1302,1302,2404,1,1
1303,1303,3115,1,1
1304,1304,11,1,1
1305,1305,2358,1,1
1306,1306,141,1,1
1307,1307,275,1,1
1308,1308,2623,1,1
1309,1309,93,1,1
1310,1310,834,1,1
1311,1311,2658,1,1
1312,1312,2149,1,1
1313,1313,2670,1,1
1314,1314,2686,1,1
1315,1315,495,1,1
1316,1316,711,1,1
1317,1317,3248,1,1
1318,1318,2511,1,1
1319,1319,2911,1,1
1320,1320,125,1,1
1321,1321,1082,1,1
1322,1322,2568,1,1
1323,1323,768,1,1
1324,1324,1034,1,1
1325,1325,1619,1,1
1326,1326,1792,1,1
1327,1327,2890,1,1
1328,1328,2129,1,1
1329,1329,2937,1,1
1330,1330,3195,1,1
1331,1331,3364,1,1
1332,1332,9,1,1
1333,1333,1460,1,1
1334,1334,3175,1,1
1335,1335,2734,1,1
1336,1336,961,1,1
1337,1337,1064,1,1
1338,1338,381,1,1
1339,1339,2815,1,1
1340,1340,876,1,1
1341,1341,1571,1,1
1342,1342,1366,1,1
1343,1343,3498,1,1
1344,1344,2845,1,1
1345,1345,897,1,1
1346,1346,14,1,1
1347,1347,110,1,1
1348,1348,1400,1,1
1349,1349,555,1,1
1350,1350,1076,1,1
1351,1351,166,1,1
1352,1352,646,1,1
1353,1353,995,1,1
1354,1354,819,1,1
1355,1355,3216,1,1
1356,1356,3126,1,1
1357,1357,1498,1,1
1358,1358,2532,1,1
1359,1359,954,1,1
1360,1360,2180,1,1
1361,1361,2367,1,1
1362,1362,1424,1,1
1363,1363,3491,1,1
1364,1364,1031,1,1
1365,1365,2740,1,1
1366,1366,363,1,1
1367,1367,1012,1,1
1368,1368,3451,1,1
1369,1369,2044,1,1
1370,1370,1289,1,1
1371,1371,3235,1,1
1372,1372,2461,1,1
1373,1373,84,1,1
1374,1374,2992,1,1
1375,1375,3122,1,1
1376,1376,1528,1,1
1377,1377,1540,1,1
1378,1378,1362,1,1
1379,1379,1417,1,1
1380,1380,2648,1,1
1381,1381,3037,1,1
1382,1382,1399,1,1
1383,1383,2593,1,1
1384,1384,1362,1,1
1385,1385,2308,1,1
1386,1386,796,1,1
1387,1387,3145,1,1
1388,1388,2300,1,1
1389,1389,414,1,1
1390,1390,3024,1,1
1391,1391,3463,1,1
1392,1392,239,1,1
1393,1393,1968,1,1
1394,1394,1440,1,1
1395,1395,669,1,1
1396,1396,2351,1,1
1397,1397,1098,1,1
1398,1398,551,1,1
1399,1399,1770,1,1
1400,1400,1486,1,1
1401,1401,691,1,1
1402,1402,183,1,1
1403,1403,1587,1,1
1404,1404,121,1,1
1405,1405,392,1,1
1406,1406,1071,1,1
1407,1407,1238,1,1
1408,1408,1644,1,1
1409,1409,1250,1,1
1410,1410,3050,1,1
1411,1411,1550,1,1
1412,1412,2525,1,1
1413,1413,3032,1,1
1414,1414,2141,1,1
1415,1415,3467,1,1
1416,1416,1985,1,1
1417,1417,3082,1,1
1418,1418,369,1,1
1419,1419,217,1,1
1420,1420,1447,1,1
1421,1421,1031,1,1
1422,1422,3248,1,1
1423,1423,456,1,1
1424,1424,86,1,1
1425,1425,1961,1,1
1426,1426,1514,1,1
1427,1427,1489,1,1
1428,1428,1206,1,1
1429,1429,746,1,1
1430,1430,2627,1,1
1431,1431,2652,1,1
1432,1432,3222,1,1
1433,1433,3217,1,1
1434,1434,256,1,1
1435,1435,339,1,1
1436,1436,2973,1,1
1437,1437,1480,1,1
1438,1438,1768,1,1
1439,1439,2551,1,1
1440,1440,78,1,1
1441,1441,2093,1,1
1442,1442,2178,1,1
1443,1443,1535,1,1
1444,1444,171,1,1
1445,1445,71,1,1
1446,1446,241,1,1
1447,1447,3426,1,1
1448,1448,711,1,1
1449,1449,2977,1,1
1450,1450,3311,1,1
1451,1451,110,1,1
1452,1452,2744,1,1
1453,1453,3010,1,1
1454,1454,1931,1,1
1455,1455,2558,1,1
1456,1456,32,1,1
1457,1457,3325,1,1
1458,1458,3314,1,1
1459,1459,1757,1,1
1460,1460,315,1,1
1461,1461,2121,1,1
1462,1462,1785,1,1
1463,1463,2869,1,1
1464,1464,1319,1,1
1465,1465,1090,1,1
1466,1466,2049,1,1
1467,1467,691,1,1
1468,1468,2843,1,1
1469,1469,2962,1,1
1470,1470,2979,1,1
1471,1471,53,1,1
1472,1472,2358,1,1
1473,1473,823,1,1
1474,1474,2299,1,1
1475,1475,470,1,1
1476,1476,1716,1,1
1477,1477,1610,1,1
1478,1478,2628,1,1
1479,1479,3198,1,1
1480,1480,68,1,1
1481,1481,241,1,1
1482,1482,299,1,1
1483,1483,1738,1,1
1484,1484,1570,1,1
1485,1485,2834,1,1
1486,1486,2558,1,1
1487,1487,2000,1,1
1488,1488,1211,1,1
1489,1489,1178,1,1
1490,1490,252,1,1
1491,1491,3348,1,1
1492,1492,1522,1,1
1493,1493,202,1,1
1494,1494,2715,1,1
1495,1495,1169,1,1
1496,1496,304,1,1
1497,1497,805,1,1
1498,1498,1633,1,1
1499,1499,379,1,1
1500,1500,2518,1,1
1501,1501,257,1,1
1502,1502,1883,1,1
1503,1503,2591,1,1
1504,1504,1733,1,1
1505,1505,1553,1,1
1506,1506,2627,1,1
1507,1507,98,1,1
1508,1508,1483,1,1
1509,1509,1566,1,1
1510,1510,3090,1,1
1511,1511,1920,1,1
1512,1512,1059,1,1
1513,1513,2741,1,1
1514,1514,1128,1,1
1515,1515,2263,1,1
1516,1516,5,1,1
1517,1517,2403,1,1
1518,1518,357,1,1
1519,1519,2708,1,1
1520,1520,1922,1,1
1521,1521,1994,1,1
1522,1522,2972,1,1
1523,1523,669,1,1
1524,1524,2384,1,1
1525,1525,701,1,1
1526,1526,2086,1,1
1527,1527,874,1,1
1528,1528,2779,1,1
1529,1529,2488,1,1
1530,1530,2584,1,1
1531,1531,2627,1,1
1532,1532,3059,1,1
1533,1533,2550,1,1
1534,1534,2353,1,1
1535,1535,1218,1,1
1536,1536,2993,1,1
1537,1537,2050,1,1
1538,1538,2124,1,1
1539,1539,2587,1,1
1540,1540,2681,1,1
1541,1541,2109,1,1
1542,1542,1875,1,1
1543,1543,399,1,1
1544,1544,1782,1,1
1545,1545,2626,1,1
1546,1546,1410,1,1
1547,1547,647,1,1
1548,1548,2726,1,1
1549,1549,566,1,1
1550,1550,3055,1,1
1551,1551,2586,1,1
1552,1552,64,1,1
1553,1553,2851,1,1
1554,1554,1043,1,1
1555,1555,2174,1,1
1556,1556,3085,1,1
1557,1557,2851,1,1
1558,1558,2157,1,1
1559,1559,689,1,1
1560,1560,1834,1,1
1561,1561,3177,1,1
1562,1562,422,1,1
1563,1563,1719,1,1
1564,1564,356,1,1
1565,1565,1979,1,1
1566,1566,2449,1,1
1567,1567,1757,1,1
1568,1568,2406,1,1
1569,1569,3147,1,1
1570,1570,2633,1,1
1571,1571,2732,1,1
1572,1572,916,1,1
1573,1573,1646,1,1
1574,1574,2566,1,1
1575,1575,1644,1,1
1576,1576,799,1,1
1577,1577,604,1,1
1578,1578,1609,1,1
1579,1579,2441,1,1
1580,1580,1252,1,1
1581,1581,3245,1,1
1582,1582,1785,1,1
1583,1583,719,1,1
1584,1584,1110,1,1
1585,1585,933,1,1
1586,1586,3027,1,1
1587,1587,2542,1,1
1588,1588,3335,1,1
1589,1589,1946,1,1
1590,1590,2381,1,1
1591,1591,1300,1,1
1592,1592,1463,1,1
1593,1593,1445,1,1
1594,1594,895,1,1
1595,1595,52,1,1
1596,1596,3261,1,1
1597,1597,2887,1,1
1598,1598,2954,1,1
1599,1599,321,1,1
1600,1600,2566,1,1
1601,1601,857,1,1
1602,1602,1630,1,1
1603,1603,599,1,1
1604,1604,1136,1,1
1605,1605,1638,1,1
1606,1606,1928,1,1
1607,1607,1299,1,1
1608,1608,2436,1,1
1609,1609,943,1,1
1610,1610,3317,1,1
1611,1611,405,1,1
1612,1612,1892,1,1
1613,1613,3363,1,1
1614,1614,2811,1,1
1615,1615,823,1,1
1616,1616,589,1,1
1617,1617,3482,1,1
1618,1618,1226,1,1
1619,1619,141,1,1
1620,1620,716,1,1
1621,1621,2288,1,1
1622,1622,1142,1,1
1623,1623,1327,1,1
1624,1624,2124,1,1
1625,1625,1439,1,1
1626,1626,3063,1,1
1627,1627,2748,1,1
1628,1628,413,1,1
1629,1629,862,1,1
1630,1630,169,1,1
1631,1631,1489,1,1
1632,1632,2732,1,1
1633,1633,742,1,1
1634,1634,772,1,1
1635,1635,2439,1,1
1636,1636,2768,1,1
1637,1637,2415,1,1
1638,1638,1580,1,1
1639,1639,2307,1,1
1640,1640,1383,1,1
1641,1641,274,1,1
1642,1642,2631,1,1
1643,1643,1690,1,1
1644,1644,3353,1,1
1645,1645,1017,1,1
1646,1646,1828,1,1
1647,1647,1977,1,1
1648,1648,2939,1,1
1649,1649,1300,1,1
1650,1650,1739,1,1
1651,1651,1863,1,1
1652,1652,3500,1,1
1653,1653,785,1,1
1654,1654,2627,1,1
1655,1655,2058,1,1
1656,1656,395,1,1
1657,1657,3313,1,1
1658,1658,2043,1,1
1659,1659,1480,1,1
1660,1660,884,1,1
1661,1661,1708,1,1
1662,1662,778,1,1
1663,1663,2234,1,1
1664,1664,2240,1,1
1665,1665,1482,1,1
1666,1666,3013,1,1
1667,1667,1844,1,1
1668,1668,532,1,1
1669,1669,2028,1,1
1670,1670,348,1,1
1671,1671,3204,1,1
1672,1672,2613,1,1
1673,1673,194,1,1
1674,1674,3042,1,1
1675,1675,2086,1,1
1676,1676,2256,1,1
1677,1677,1501,1,1
1678,1678,1313,1,1
1679,1679,1977,1,1
1680,1680,3437,1,1
1681,1681,1552,1,1
1682,1682,1050,1,1
1683,1683,12,1,1
1684,1684,358,1,1
1685,1685,247,1,1
1686,1686,1305,1,1
1687,1687,1459,1,1
1688,1688,1462,1,1
1689,1689,3485,1,1
1690,1690,1198,1,1
1691,1691,1684,1,1
1692,1692,2967,1,1
1693,1693,2214,1,1
1694,1694,2620,1,1
1695,1695,1099,1,1
1696,1696,1165,1,1
1697,1697,303,1,1
1698,1698,87,1,1
1699,1699,3290,1,1
1700,1700,65,1,1
1701,1701,2441,1,1
1702,1702,2381,1,1
1703,1703,807,1,1
1704,1704,366,1,1
1705,1705,704,1,1
1706,1706,2449,1,1
1707,1707,1624,1,1
1708,1708,236,1,1
1709,1709,221,1,1
1710,1710,2886,1,1
1711,1711,2244,1,1
1712,1712,2899,1,1
1713,1713,2078,1,1
1714,1714,1731,1,1
1715,1715,2976,1,1
1716,1716,1406,1,1
1717,1717,352,1,1
1718,1718,3399,1,1
1719,1719,557,1,1
1720,1720,662,1,1
1721,1721,1532,1,1
1722,1722,1991,1,1
1723,1723,2277,1,1
1724,1724,1505,1,1
1725,1725,1483,1,1
1726,1726,1708,1,1
1727,1727,849,1,1
1728,1728,2793,1,1
1729,1729,519,1,1
1730,1730,1417,1,1
1731,1731,653,1,1
1732,1732,2866,1,1
1733,1733,422,1,1
1734,1734,846,1,1
1735,1735,3140,1,1
1736,1736,2090,1,1
1737,1737,793,1,1
1738,1738,1394,1,1
1739,1739,452,1,1
1740,1740,1877,1,1
1741,1741,1456,1,1
1742,1742,1758,1,1
1743,1743,3406,1,1
1744,1744,581,1,1
1745,1745,1626,1,1
1746,1746,870,1,1
1747,1747,2675,1,1
1748,1748,2077,1,1
1749,1749,791,1,1
1750,1750,1103,1,1
1751,1751,2494,1,1
1752,1752,3215,1,1
1753,1753,2909,1,1
1754,1754,824,1,1
1755,1755,2025,1,1
1756,1756,370,1,1
1757,1757,1028,1,1
1758,1758,1274,1,1
1759,1759,2499,1,1
1760,1760,98,1,1
1761,1761,747,1,1
1762,1762,431,1,1
1763,1763,1709,1,1
1764,1764,487,1,1
1765,1765,708,1,1
1766,1766,3305,1,1
1767,1767,1886,1,1
1768,1768,2753,1,1
1769,1769,2672,1,1
1770,1770,2332,1,1
1771,1771,1922,1,1
1772,1772,2124,1,1
1773,1773,179,1,1
1774,1774,570,1,1
1775,1775,1494,1,1
1776,1776,3027,1,1
1777,1777,327,1,1
1778,1778,120,1,1
1779,1779,513,1,1
1780,1780,3198,1,1
1781,1781,2145,1,1
1782,1782,1379,1,1
1783,1783,406,1,1
1784,1784,2133,1,1
1785,1785,2858,1,1
1786,1786,1845,1,1
1787,1787,2125,1,1
1788,1788,575,1,1
1789,1789,2219,1,1
1790,1790,2229,1,1
1791,1791,578,1,1
1792,1792,2721,1,1
1793,1793,3063,1,1
1794,1794,89,1,1
1795,1795,330,1,1
1796,1796,2265,1,1
1797,1797,2334,1,1
1798,1798,503,1,1
1799,1799,3230,1,1
1800,1800,3163,1,1
1801,1801,339,1,1
1802,1802,1856,1,1
1803,1803,2941,1,1
1804,1804,3204,1,1
1805,1805,1504,1,1
1806,1806,49,1,1
1807,1807,1965,1,1
1808,1808,612,1,1
1809,1809,2886,1,1
1810,1810,3412,1,1
1811,1811,3310,1,1
1812,1812,3178,1,1
1813,1813,1629,1,1
1814,1814,2483,1,1
1815,1815,926,1,1
1816,1816,752,1,1
1817,1817,1141,1,1
1818,1818,892,1,1
1819,1819,3174,1,1
1820,1820,1380,1,1
1821,1821,446,1,1
1822,1822,1046,1,1
1823,1823,1270,1,1
1824,1824,3030,1,1
1825,1825,3399,1,1
1826,1826,2011,1,1
1827,1827,2792,1,1
1828,1828,2107,1,1
1829,1829,1277,1,1
1830,1830,2291,1,1
1831,1831,2147,1,1
1832,1832,604,1,1
1833,1833,3208,1,1
1834,1834,2900,1,1
1835,1835,247,1,1
1836,1836,425,1,1
1837,1837,1398,1,1
1838,1838,448,1,1
1839,1839,2830,1,1
1840,1840,2982,1,1
1841,1841,2639,1,1
1842,1842,2053,1,1
1843,1843,2258,1,1
1844,1844,804,1,1
1845,1845,2083,1,1
1846,1846,2857,1,1
1847,1847,3105,1,1
1848,1848,1287,1,1
1849,1849,1651,1,1
1850,1850,1214,1,1
1851,1851,2786,1,1
1852,1852,591,1,1
1853,1853,1036,1,1
1854,1854,1400,1,1
1855,1855,822,1,1
1856,1856,2245,1,1
1857,1857,2018,1,1
1858,1858,525,1,1
1859,1859,2539,1,1
1860,1860,1622,1,1
1861,1861,2963,1,1
1862,1862,970,1,1
1863,1863,2306,1,1
1864,1864,1536,1,1
1865,1865,553,1,1
1866,1866,2490,1,1
1867,1867,771,1,1
1868,1868,3240,1,1
1869,1869,1233,1,1
1870,1870,1471,1,1
1871,1871,910,1,1
1872,1872,1123,1,1
1873,1873,310,1,1
1874,1874,2733,1,1
1875,1875,1689,1,1
1876,1876,2500,1,1
1877,1877,1927,1,1
1878,1878,3414,1,1
1879,1879,676,1,1
1880,1880,3016,1,1
1881,1881,2276,1,1
1882,1882,316,1,1
1883,1883,395,1,1
1884,1884,1898,1,1
1885,1885,2182,1,1
1886,1886,700,1,1
1887,1887,1414,1,1
1888,1888,1766,1,1
1889,1889,3045,1,1
1890,1890,3408,1,1
1891,1891,2059,1,1
1892,1892,3041,1,1
1893,1893,2002,1,1
1894,1894,256,1,1
1895,1895,1086,1,1
1896,1896,2258,1,1
1897,1897,2734,1,1
1898,1898,1932,1,1
1899,1899,2245,1,1
1900,1900,1349,1,1
1901,1901,3190,1,1
1902,1902,2478,1,1
1903,1903,1344,1,1
1904,1904,357,1,1
1905,1905,2211,1,1
1906,1906,811,1,1
1907,1907,1071,1,1
1908,1908,2643,1,1
1909,1909,1189,1,1
1910,1910,1157,1,1
1911,1911,3007,1,1
1912,1912,1293,1,1
1913,1913,3112,1,1
1914,1914,3281,1,1
1915,1915,2207,1,1
1916,1916,1061,1,1
1917,1917,1335,1,1
1918,1918,2950,1,1
1919,1919,2327,1,1
1920,1920,173,1,1
1921,1921,868,1,1
1922,1922,3155,1,1
1923,1923,808,1,1
1924,1924,3061,1,1
1925,1925,3373,1,1
1926,1926,1180,1,1
1927,1927,1004,1,1
1928,1928,1380,1,1
1929,1929,729,1,1
1930,1930,1440,1,1
1931,1931,1457,1,1
1932,1932,886,1,1
1933,1933,2692,1,1
1934,1934,1364,1,1
1935,1935,1041,1,1
1936,1936,1238,1,1
1937,1937,3193,1,1
1938,1938,2668,1,1
1939,1939,3168,1,1
1940,1940,1352,1,1
1941,1941,2894,1,1
1942,1942,492,1,1
1943,1943,2117,1,1
1944,1944,2532,1,1
1945,1945,586,1,1
1946,1946,2969,1,1
1947,1947,2696,1,1
1948,1948,2875,1,1
1949,1949,1899,1,1
1950,1950,74,1,1
1951,1951,753,1,1
1952,1952,2910,1,1
1953,1953,2983,1,1
1954,1954,2185,1,1
1955,1955,3006,1,1
1956,1956,1401,1,1
1957,1957,2133,1,1
1958,1958,3191,1,1
1959,1959,2995,1,1
1960,1960,1916,1,1
1961,1961,3280,1,1
1962,1962,2349,1,1
1963,1963,1871,1,1
1964,1964,1669,1,1
1965,1965,2663,1,1
1966,1966,1478,1,1
1967,1967,68,1,1
1968,1968,3043,1,1
1969,1969,3065,1,1
1970,1970,2226,1,1
1971,1971,1724,1,1
1972,1972,1860,1,1
1973,1973,2129,1,1
1974,1974,1968,1,1
1975,1975,2187,1,1
1976,1976,2367,1,1
1977,1977,1447,1,1
1978,1978,1448,1,1
1979,1979,3436,1,1
1980,1980,440,1,1
1981,1981,542,1,1
1982,1982,2371,1,1
1983,1983,2539,1,1
1984,1984,2549,1,1
1985,1985,1973,1,1
1986,1986,2488,1,1
1987,1987,2834,1,1
1988,1988,3189,1,1
1989,1989,2693,1,1
1990,1990,2965,1,1
1991,1991,3216,1,1
1992,1992,3287,1,1
1993,1993,3440,1,1
1994,1994,2375,1,1
1995,1995,3123,1,1
1996,1996,2246,1,1
1997,1997,2964,1,1
1998,1998,563,1,1
1999,1999,2778,1,1
2000,2000,2464,1,1
2001,2001,2831,1,1
2002,2002,2759,1,1
2003,2003,1367,1,1
2004,2004,3078,1,1
2005,2005,87,1,1
2006,2006,2757,1,1
2007,2007,3252,1,1
2008,2008,2395,1,1
2009,2009,2883,1,1
2010,2010,2,1,1
2011,2011,2789,1,1
2012,2012,721,1,1
2013,2013,65,1,1
2014,2014,1858,1,1
2015,2015,2558,1,1
2016,2016,2385,1,1
2017,2017,3044,1,1
2018,2018,1140,1,1
2019,2019,1978,1,1
2020,2020,1826,1,1
2021,2021,2001,1,1
2022,2022,3305,1,1
2023,2023,554,1,1
2024,2024,1390,1,1
2025,2025,3041,1,1
2026,2026,1119,1,1
2027,2027,1510,1,1
2028,2028,2004,1,1
2029,2029,477,1,1
2030,2030,1741,1,1
2031,2031,1098,1,1
2032,2032,218,1,1
2033,2033,2711,1,1
2034,2034,2698,1,1
2035,2035,390,1,1
2036,2036,3150,1,1
2037,2037,1155,1,1
2038,2038,3030,1,1
2039,2039,3228,1,1
2040,2040,2581,1,1
2041,2041,3490,1,1
2042,2042,3412,1,1
2043,2043,1078,1,1
2044,2044,2185,1,1
2045,2045,3070,1,1
2046,2046,3482,1,1
2047,2047,449,1,1
2048,2048,1728,1,1
2049,2049,2758,1,1
2050,2050,2855,1,1
2051,2051,1659,1,1
2052,2052,3151,1,1
2053,2053,2557,1,1
2054,2054,1496,1,1
2055,2055,750,1,1
2056,2056,1267,1,1
2057,2057,3075,1,1
2058,2058,399,1,1
2059,2059,166,1,1
2060,2060,3179,1,1
2061,2061,1844,1,1
2062,2062,457,1,1
2063,2063,2129,1,1
2064,2064,698,1,1
2065,2065,2780,1,1
2066,2066,2226,1,1
2067,2067,2431,1,1
2068,2068,2925,1,1
2069,2069,2053,1,1
2070,2070,3456,1,1
2071,2071,2549,1,1
2072,2072,1307,1,1
2073,2073,796,1,1
2074,2074,3216,1,1
2075,2075,1594,1,1
2076,2076,1997,1,1
2077,2077,2160,1,1
2078,2078,1036,1,1
2079,2079,2360,1,1
2080,2080,1052,1,1
2081,2081,2056,1,1
2082,2082,1439,1,1
2083,2083,893,1,1
2084,2084,1816,1,1
2085,2085,2478,1,1
2086,2086,1650,1,1
2087,2087,3320,1,1
2088,2088,211,1,1
2089,2089,2913,1,1
2090,2090,2729,1,1
2091,2091,536,1,1
2092,2092,1216,1,1
2093,2093,2197,1,1
2094,2094,2182,1,1
2095,2095,75,1,1
2096,2096,2419,1,1
2097,2097,1892,1,1
2098,2098,2642,1,1
2099,2099,2207,1,1
2100,2100,931,1,1
2101,2101,3281,1,1
2102,2102,1494,1,1
2103,2103,828,1,1
2104,2104,1934,1,1
2105,2105,2984,1,1
2106,2106,2400,1,1
2107,2107,2971,1,1
2108,2108,3252,1,1
2109,2109,2572,1,1
2110,2110,612,1,1
2111,2111,545,1,1
2112,2112,1202,1,1
2113,2113,273,1,1
2114,2114,1058,1,1
2115,2115,917,1,1
2116,2116,1794,1,1
2117,2117,2339,1,1
2118,2118,1970,1,1
2119,2119,2311,1,1
2120,2120,2666,1,1
2121,2121,1564,1,1
2122,2122,1784,1,1
2123,2123,1828,1,1
2124,2124,2934,1,1
2125,2125,1890,1,1
2126,2126,3010,1,1
2127,2127,1183,1,1
2128,2128,604,1,1
2129,2129,917,1,1
2130,2130,2935,1,1
2131,2131,1939,1,1
2132,2132,1326,1,1
2133,2133,2963,1,1
2134,2134,1333,1,1
2135,2135,2204,1,1
2136,2136,3441,1,1
2137,2137,603,1,1
2138,2138,615,1,1
2139,2139,340,1,1
2140,2140,394,1,1
2141,2141,296,1,1
2142,2142,2754,1,1
2143,2143,1765,1,1
2144,2144,1459,1,1
2145,2145,67,1,1
2146,2146,3194,1,1
2147,2147,2241,1,1
2148,2148,3089,1,1
2149,2149,2216,1,1
2150,2150,2789,1,1
2151,2151,1639,1,1
2152,2152,447,1,1
2153,2153,1436,1,1
2154,2154,1568,1,1
2155,2155,2758,1,1
2156,2156,3162,1,1
2157,2157,2573,1,1
2158,2158,1774,1,1
2159,2159,389,1,1
2160,2160,3269,1,1
2161,2161,2659,1,1
2162,2162,1442,1,1
2163,2163,2857,1,1
2164,2164,1340,1,1
2165,2165,3356,1,1
2166,2166,1993,1,1
2167,2167,494,1,1
2168,2168,1746,1,1
2169,2169,1933,1,1
2170,2170,3417,1,1
2171,2171,3212,1,1
2172,2172,1380,1,1
2173,2173,479,1,1
2174,2174,3485,1,1
2175,2175,3099,1,1
2176,2176,2909,1,1
2177,2177,3472,1,1
2178,2178,2490,1,1
2179,2179,2275,1,1
2180,2180,899,1,1
2181,2181,469,1,1
2182,2182,779,1,1
2183,2183,277,1,1
2184,2184,2084,1,1
2185,2185,1933,1,1
2186,2186,2501,1,1
2187,2187,691,1,1
2188,2188,1839,1,1
2189,2189,3417,1,1
2190,2190,2121,1,1
2191,2191,10,1,1
2192,2192,2701,1,1
2193,2193,2760,1,1
2194,2194,1624,1,1
2195,2195,1786,1,1
2196,2196,1997,1,1
2197,2197,3343,1,1
2198,2198,590,1,1
2199,2199,2649,1,1
2200,2200,2252,1,1
2201,2201,1006,1,1
2202,2202,3394,1,1
2203,2203,2833,1,1
2204,2204,689,1,1
2205,2205,1805,1,1
2206,2206,869,1,1
2207,2207,2545,1,1
2208,2208,281,1,1
2209,2209,609,1,1
2210,2210,1722,1,1
2211,2211,1093,1,1
2212,2212,175,1,1
2213,2213,315,1,1
2214,2214,1195,1,1
2215,2215,2705,1,1
2216,2216,3248,1,1
2217,2217,3,1,1
2218,2218,1163,1,1
2219,2219,157,1,1
2220,2220,1069,1,1
2221,2221,2983,1,1
2222,2222,2668,1,1
2223,2223,2174,1,1
2224,2224,630,1,1
2225,2225,2802,1,1
2226,2226,1907,1,1
2227,2227,1487,1,1
2228,2228,124,1,1
2229,2229,2653,1,1
2230,2230,2619,1,1
2231,2231,882,1,1
2232,2232,1258,1,1
2233,2233,1249,1,1
2234,2234,1955,1,1
2235,2235,1474,1,1
2236,2236,2418,1,1
2237,2237,83,1,1
2238,2238,3316,1,1
2239,2239,2347,1,1
2240,2240,171,1,1
2241,2241,2298,1,1
2242,2242,2466,1,1
2243,2243,592,1,1
2244,2244,1374,1,1
2245,2245,2437,1,1
2246,2246,2574,1,1
2247,2247,918,1,1
2248,2248,2438,1,1
2249,2249,2369,1,1
2250,2250,3223,1,1
2251,2251,421,1,1
2252,2252,2441,1,1
2253,2253,485,1,1
2254,2254,2291,1,1
2255,2255,632,1,1
2256,2256,50,1,1
2257,2257,1267,1,1
2258,2258,2905,1,1
2259,2259,3274,1,1
2260,2260,245,1,1
2261,2261,3412,1,1
2262,2262,2085,1,1
2263,2263,1936,1,1
2264,2264,3014,1,1
2265,2265,3467,1,1
2266,2266,1970,1,1
2267,2267,1035,1,1
2268,2268,2070,1,1
2269,2269,2536,1,1
2270,2270,1412,1,1
2271,2271,2662,1,1
2272,2272,1343,1,1
2273,2273,1950,1,1
2274,2274,2587,1,1
2275,2275,2513,1,1
2276,2276,10,1,1
2277,2277,2739,1,1
2278,2278,2592,1,1
2279,2279,3461,1,1
2280,2280,980,1,1
2281,2281,1772,1,1
2282,2282,1203,1,1
2283,2283,92,1,1
2284,2284,366,1,1
2285,2285,1569,1,1
2286,2286,1157,1,1
2287,2287,241,1,1
2288,2288,1835,1,1
2289,2289,3093,1,1
2290,2290,305,1,1
2291,2291,2813,1,1
2292,2292,569,1,1
2293,2293,3370,1,1
2294,2294,3463,1,1
2295,2295,1617,1,1
2296,2296,1086,1,1
2297,2297,2240,1,1
2298,2298,1061,1,1
2299,2299,144,1,1
2300,2300,1781,1,1
2301,2301,104,1,1
2302,2302,1582,1,1
2303,2303,137,1,1
2304,2304,480,1,1
2305,2305,670,1,1
2306,2306,163,1,1
2307,2307,3158,1,1
2308,2308,1011,1,1
2309,2309,1490,1,1
2310,2310,1152,1,1
2311,2311,345,1,1
2312,2312,3436,1,1
2313,2313,1688,1,1
2314,2314,2141,1,1
2315,2315,2144,1,1
2316,2316,3229,1,1
2317,2317,2759,1,1
2318,2318,3359,1,1
2319,2319,1948,1,1
2320,2320,3183,1,1
2321,2321,180,1,1
2322,2322,1375,1,1
2323,2323,3366,1,1
2324,2324,1691,1,1
2325,2325,2250,1,1
2326,2326,1306,1,1
2327,2327,1033,1,1
2328,2328,8,1,1
2329,2329,864,1,1
2330,2330,1995,1,1
2331,2331,2209,1,1
2332,2332,800,1,1
2333,2333,1059,1,1
2334,2334,753,1,1
2335,2335,489,1,1
2336,2336,492,1,1
2337,2337,2203,1,1
2338,2338,2352,1,1
2339,2339,2693,1,1
2340,2340,1359,1,1
2341,2341,2661,1,1
2342,2342,1935,1,1
2343,2343,1866,1,1
2344,2344,2339,1,1
2345,2345,3353,1,1
2346,2346,784,1,1
2347,2347,1478,1,1
2348,2348,2773,1,1
2349,2349,1321,1,1
